,NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value
0,373737,1408905,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,216.0,CPI,Scale,25.0
1,373737,1408905,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,210.0,CPI,Scale,25.0
2,373737,1020285,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
3,373737,1020285,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
4,373737,1681155,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
5,373737,1681155,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
6,373737,1987801,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
7,373737,1987801,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
8,373737,1351732,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
9,373737,1351732,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
10,373737,1259640,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
11,373737,1259640,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
12,373737,1833359,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
13,373737,1833359,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
14,373737,1624948,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
15,373737,1624948,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
16,373737,1761110,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
17,373737,1761110,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
18,373737,1336566,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
19,373737,1336566,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
20,373737,1866389,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
21,373737,1866389,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
22,373737,1491765,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
23,373737,1491765,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
24,373737,1889694,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
25,373737,1889694,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
26,373737,1241930,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
27,373737,1241930,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
28,373737,1747558,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
29,373737,1747558,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,260.0,CPI,Scale,100.0
30,373737,1023064,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
31,373737,1023064,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,256.0,CPI,Scale,100.0
32,373737,1005327,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
33,373737,1005327,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
34,373737,1586347,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
35,373737,1586347,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
36,373737,1501880,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
37,373737,1501880,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
38,373737,1930164,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
39,373737,1930164,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
40,373737,1811886,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
41,373737,1811886,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
42,373737,1227344,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
43,373737,1227344,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
44,373737,1784982,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
45,373737,1784982,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
46,373737,1498506,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
47,373737,1498506,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
48,373737,1400281,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
49,373737,1400281,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
50,373737,1235577,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
51,373737,1235577,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
52,373737,1129564,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
53,373737,1129564,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
54,373737,1310756,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
55,373737,1310756,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
56,373737,1209171,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
57,373737,1209171,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,276.0,CPI,Scale,100.0
58,373737,1460452,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
59,373737,1460452,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
60,373737,1996604,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
61,373737,1996604,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
62,373737,1232977,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
63,373737,1232977,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
64,373737,1042439,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
65,373737,1042439,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
66,373737,1471371,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
67,373737,1471371,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
68,373737,1610216,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
69,373737,1610216,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
70,373737,1033861,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
71,373737,1033861,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,276.0,CPI,Scale,100.0
72,373737,1278342,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
73,373737,1278342,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
74,373737,1322437,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
75,373737,1322437,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
76,373737,1712560,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
77,373737,1712560,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
78,373737,1007570,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
79,373737,1007570,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
80,373737,1347722,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
81,373737,1347722,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
82,373737,1852218,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,214.0,CPI,Scale,25.0
83,373737,1852218,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
84,373737,1931570,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
85,373737,1931570,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
86,373737,1110628,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
87,373737,1110628,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
88,373737,1744494,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
89,373737,1744494,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
90,373737,1206310,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,208.0,CPI,Scale,0.0
91,373737,1206310,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,214.0,CPI,Scale,25.0
92,373737,1358692,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
93,373737,1358692,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
94,373737,1420704,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
95,373737,1420704,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
96,373737,1847404,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
97,373737,1847404,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
98,373737,1507404,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
99,373737,1507404,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
100,373737,1294872,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
101,373737,1294872,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
102,373737,1606262,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
103,373737,1606262,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
104,373737,1759395,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
105,373737,1759395,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
106,373737,1084960,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
107,373737,1084960,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
108,373737,1011692,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,214.0,CPI,Scale,25.0
109,373737,1011692,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
110,373737,1092794,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
111,373737,1092794,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
112,373737,1858174,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
113,373737,1858174,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
114,373737,1105994,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
115,373737,1105994,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
116,373737,1649393,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
117,373737,1649393,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
118,373737,1585223,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
119,373737,1585223,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
120,373737,1168971,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
121,373737,1168971,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
122,373737,1992374,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
123,373737,1992374,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
124,373737,1325422,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
125,373737,1325422,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,256.0,CPI,Scale,100.0
126,373737,1707277,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
127,373737,1707277,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
128,373737,1223505,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
129,373737,1223505,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
130,373737,1850355,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
131,373737,1850355,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
132,373737,1382899,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
133,373737,1382899,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
134,373737,1539353,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
135,373737,1539353,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,260.0,CPI,Scale,100.0
136,373737,1536615,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
137,373737,1536615,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
138,373737,1470518,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
139,373737,1470518,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
140,373737,1570107,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
141,373737,1570107,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
142,373737,1873454,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
143,373737,1873454,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,266.0,CPI,Scale,100.0
144,373737,1619446,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
145,373737,1619446,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
146,373737,1147139,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
147,373737,1147139,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
148,373737,1132868,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
149,373737,1132868,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
150,373737,1336451,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
151,373737,1336451,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
152,373737,1349232,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
153,373737,1349232,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
154,373737,1075046,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,256.0,CPI,Scale,100.0
155,373737,1075046,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
156,373737,1864228,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
157,373737,1864228,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
158,373737,1791284,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
159,373737,1791284,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
160,373737,1596742,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,216.0,CPI,Scale,25.0
161,373737,1596742,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
162,373737,1891149,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
163,373737,1891149,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,,CPI,Scale,100.0
164,373737,1419579,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5 - A,Scaled Score,Scale,280.0,CPI,Scale,100.0
165,373737,1419579,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,274.0,CPI,Scale,100.0
166,373737,1339404,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
167,373737,1339404,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
168,373737,1393375,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
169,373737,1393375,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
170,373737,1951579,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
171,373737,1951579,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
172,373737,1209961,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
173,373737,1209961,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
174,373737,1238037,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
175,373737,1238037,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,264.0,CPI,Scale,100.0
176,373737,1639017,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5 - A,Scaled Score,Scale,268.0,CPI,Scale,100.0
177,373737,1639017,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,264.0,CPI,Scale,100.0
178,373737,1767397,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
179,373737,1767397,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
180,373737,1766010,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
181,373737,1766010,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
182,373737,1038988,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5 - A,Scaled Score,Scale,264.0,CPI,Scale,100.0
183,373737,1038988,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
